recording_num	first_language	origin_city	origin_country	Age	Gender	Experience	classification	file_name	language_symbol	date_added
5	vietnamese	cam ranh	vietnam	34	male	31	academic	vietnamese5.mov	vie	6/15/2005 17:10
6	vietnamese	ho chi minh city	vietnam	41	male	12	academic	vietnamese6.mov	vie	6/15/2005 17:10
7	vietnamese	hue	vietnam	29	female	18	academic	vietnamese7.mov	vie	7/1/2005 9:54
8	vietnamese	ninh binh	vietnam	69	male	12	academic	vietnamese8.mov	vie	4/19/2006 9:48
9	vietnamese	ho chi minh city	vietnam	20	male	14	academic	vietnamese9.mov	vie	6/2/2009 19:59
10	vietnamese	quang nam	vietnam	57	female	18	academic	vietnamese10.mov	vie	4/27/2011 21:43
11	vietnamese	quang nam	vietnam	67	male	15	academic	vietnamese11.mov	vie	5/12/2011 14:05
12	vietnamese	can tho	vietnam	24	female	9	academic	vietnamese12.mov	vie	9/22/2011 12:46
13	vietnamese	hanoi	vietnam	23	male	6	academic	vietnamese13.mov	vie	2/18/2012 12:41
14	vietnamese	ho chi minh city	vietnam	51	male	20	academic	vietnamese14.mov	vie	11/18/2012 10:08
15	vietnamese	ho chi minh city	vietnam	29	male	15	academic	vietnamese15.mov	vie	11/9/2013 16:12
16	vietnamese	long xuyen	vietnam	52	male	17	academic	vietnamese16.mov	vie	11/18/2013 23:17
1	vlaams	tervuren	belgium	24	male	7	naturalistic	vlaams1.mov	vls	4/7/2008 11:58
2	vlaams	turnhout	belgium	21	female	14	academic	vlaams2.mov	vls	4/7/2013 16:12
3	vlaams	herentals	belgium	22	female	14	academic	vlaams3.mov	vls	4/7/2013 16:12
4	vlaams	ronse	belgium	50	female	12	academic	vlaams4.mov	vls	5/1/2012 10:29
1	wolof	dakar	senegal	21	male	12	academic	wolof1.mov	wof	6/15/2005 17:10
2	wolof	dakar	senegal	37	male	11	academic	wolof2.mov	wof	3/3/2006 12:24
3	wolof	khombole	senegal	52	female	14	academic	wolof3.mov	wol	11/12/2007 15:47
4	wolof	dagana	senegal	56	female	12	academic	wolof4.mov	wol	11/12/2007 15:47
5	wolof	saint louis	senegal	30	female	13	academic	wolof5.mov	wol	11/12/2007 15:47
6	wolof	dakar	senegal	25	male	13	academic	wolof6.mov	wof	11/28/2013 10:25
1	wu	taizhou	china	30	female	12	academic	wu1.mov	wuu	5/8/2012 10:34
1	xasonga	tambacounda	senegal	35	female	15	academic	xasonga1.mov	kao	1/30/2008 10:54
1	xiang	taipei	taiwan	50	female	14	academic	xiang1.mov	hsn	1/15/2011 10:54
2	xiang	changsha	china	30	male	12	academic	xiang2.mov	hsn	5/27/2011 10:49
3	xiang	changsha	china	36	male	13	academic	xiang3.mov	hsn	8/9/2011 16:23
1	yakut	yakutsk	russia	19	female	13	academic	yakut1.mov	sah	3/9/2011 20:12
1	yapese	yap island	federated states of micronesia	34	female	14	academic	yapese1.mov	yap	2/27/2006 19:02
1	yiddish	st. etienne	france	60	male	8	academic	yiddish1.mov	ydd	6/15/2005 17:10
2	yiddish	winnipeg	canada	78	female	6	academic	yiddish2.mov	ydd	6/15/2005 17:10
3	yiddish	brooklyn	usa	52	male	5	academic	yiddish3.mov	ydd	3/9/2011 20:11
4	yiddish	vienna	austria	89	female	20	academic	yiddish4.mov	ydd	3/9/2011 20:11
5	yiddish	vilnius	lithuania	86	female	26	naturalistic	yiddish5.mov	ydd	3/9/2011 20:12
1	yoruba	cotonou	benin	20	male	20	academic	yoruba1.mov	yor	3/3/2006 12:24
2	yoruba	ibadan	nigeria	40	female	2	academic	yoruba2.mov	yor	
3	yoruba	lagos	nigeria	46	female	5	academic	yoruba3.mov	yor	8/1/2007 20:42
4	yoruba	lagos	nigeria	46	male	12	academic	yoruba4.mov	yor	
1	yupik	bethel	usa	31	female	1	naturalistic	yupik1.mov	esu	
1	zulu	bulawayo	zimbabwe	24	female	14	academic	zulu1.mov	zul	9/12/2005 9:28
